Lead Origin,Last Activity,What is your current occupation,Lead Profile,pvps_totalvisits,Engagement_Score,Converted
1,8,3,0,0.1804775250950842,1.215403203910579,0
1,3,3,3,-0.6556590419358611,1.6422723576572813,0
0,8,3,0,-0.3072688056729672,1.794855374315677,1
1,1,0,0,-0.8646931836935975,0.2345123825351782,0
1,3,0,0,3.6992189113503127,-1.0256598532596075,1
1,8,3,3,-0.0633956402889415,1.1513728308485738,1
1,3,3,0,-0.6556590419358611,2.1000214076324686,1
1,7,3,1,-0.6556590419358611,-0.5465673455970855,0
1,1,0,0,-0.6556590419358611,-0.5047886624644295,0
1,8,0,0,0.1804775250950842,-0.8190370182013635,0
0,0,0,0,-0.6556590419358611,-0.9825188217639304,0
1,8,3,0,0.1804775250950842,0.5087985196234848,1
1,2,3,0,-0.6208200183095718,1.8716009987658824,1
0,8,3,0,-0.6556590419358611,1.0446555424118982,1
1,3,0,0,-0.3072688056729672,-0.1705591974031818,0
1,8,0,0,0.1804775250950842,-0.858999236849991,0
1,3,0,0,-0.3072688056729672,-0.3721867551303475,0
0,5,0,0,-0.376946852925546,-0.1778250553392959,0
2,9,3,0,-0.5163029474307036,1.581420797442326,1
0,3,0,0,-0.3072688056729672,-0.5193203783366577,0
2,8,4,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,0.1804775250950842,-0.7627266191964794,0
0,8,4,3,1.2953262811363446,-0.635574105314483,1
1,3,3,1,-0.6556590419358611,-1.0242975048965863,0
1,8,0,0,0.1804775250950842,-1.0315633628327003,0
0,3,3,0,-0.6556590419358611,1.2281184552987787,1
0,3,3,0,-0.9343712309461762,-1.0715255814813278,0
1,3,2,4,-0.6556590419358611,1.322574608468262,0
1,3,0,0,-0.0633956402889415,1.176803333624973,1
1,8,3,0,0.1804775250950842,0.0474165406802406,1
1,2,3,0,0.9469360448734508,1.3770685429891174,1
1,2,3,0,0.2020777197433838,-1.0121907691105363,0
0,2,0,0,-0.3072688056729672,-0.8317522695895632,0
0,8,0,0,-0.6556590419358611,0.893888990237531,1
0,5,3,0,-0.3072688056729672,1.2935111767238054,1
1,8,4,0,-0.6556590419358611,0.4851844813311139,1
1,8,4,0,-0.3072688056729672,0.3326014646727183,1
1,3,3,4,-0.6556590419358611,-0.6537387501547682,0
1,3,0,0,-0.3072688056729672,-0.7009668267395097,0
1,3,3,0,-0.3072688056729672,0.4415893337144295,1
2,9,4,3,-0.5163029474307036,2.059150956741827,1
0,8,0,0,0.2020777197433838,1.038597633357663,1
1,8,3,0,-0.6556590419358611,-0.680985717415196,0
1,8,3,0,-0.376946852925546,2.977373753418244,0
1,2,3,1,-0.2515263678709043,1.8151997765367969,1
0,3,3,0,-0.9343712309461762,-1.0715255814813278,0
1,2,3,0,-0.3072688056729672,-0.8481004499458199,0
2,10,4,3,-0.5163029474307036,1.930181978375802,1
1,8,3,0,-0.6208200183095718,-0.8222158310484134,0
0,7,3,0,-0.6556590419358611,-0.726397329515909,1
0,0,0,0,-0.8646931836935975,-0.7118656136436808,0
1,3,0,0,-0.6556590419358611,-0.8244864116534492,0
1,5,3,3,0.1804775250950842,-1.009765789024358,0
1,3,0,0,1.051453115752319,0.3021756845652406,0
0,5,0,0,3.6992189113503127,-0.960267131834581,0
0,5,3,0,-0.9343712309461762,-1.0715255814813278,0
0,3,3,0,-0.7950151364410187,0.2336041502931639,1
0,3,0,0,-0.3072688056729672,0.9574652471785292,0
1,3,3,3,-0.6556590419358611,-0.7082326846756238,0
1,7,0,0,-0.376946852925546,-0.5211368428206862,0
1,8,3,0,0.7727409267420039,-0.1174276112453476,1
1,3,3,0,2.9675994151982352,-0.9343825129371746,0
1,3,3,0,-0.6556590419358611,-0.9134931713708466,0
1,3,0,0,0.7727409267420039,-0.9875140990950088,0
1,5,3,0,0.2020777197433838,0.9350591577680374,1
1,8,3,0,0.2020777197433838,-0.4454538500936379,0
1,8,0,0,-0.6556590419358611,1.4388283354460871,1
1,3,0,0,-0.6556590419358611,0.6940778969943938,0
0,3,3,0,-0.8646931836935975,-0.631941176346426,0
0,6,3,3,-0.6208200183095718,0.5401325319729767,1
1,8,3,0,0.1804775250950842,1.1536434114536094,1
1,4,4,0,0.9469360448734508,1.3716191495370318,1
1,8,3,3,0.8075799503682932,-0.7463784388402227,1
1,3,3,3,-0.0808151521020862,0.6620627104633912,1
1,8,3,0,0.2020777197433838,2.06126713786572,0
1,6,0,0,0.1804775250950842,-1.0624432590611852,0
1,5,3,0,-0.3072688056729672,0.7776352632597058,1
1,3,0,0,0.1804775250950842,-0.6228588539262834,0
1,8,3,0,1.57403847014666,0.3707472188373172,1
0,8,3,0,-0.6556590419358611,-0.3376739299338057,0
0,2,4,3,-0.6208200183095718,1.8098412063089124,1
1,3,3,1,0.8075799503682932,-0.2050720225997237,0
1,8,0,0,-0.6556590419358611,-0.6991503622554812,0
0,3,0,0,-0.6556590419358611,-0.938923674147246,0
0,7,3,0,-0.3525595363871435,-1.0582018144909786,0
0,3,3,0,-0.3072688056729672,-0.4884404821081728,1
0,5,3,1,-0.3072688056729672,-0.7590936902284223,0
1,8,3,3,-0.0633956402889415,0.1214374684044028,1
1,8,0,0,0.5539518583689065,-0.8801882950561837,0
1,8,4,0,0.1804775250950842,1.5914113521044828,1
1,3,3,0,0.8075799503682932,-0.4648264438158021,0
1,5,3,0,0.3198336196002417,-0.8998696877406327,0
2,8,4,1,-0.9343712309461762,-1.0715255814813278,0
0,5,3,1,-0.9343712309461762,-1.0715255814813278,0
1,4,0,0,-0.6556590419358611,-0.813587624749278,0
1,7,3,0,-0.3072688056729672,-1.0479115431889572,0
1,5,0,0,-0.6556590419358611,-0.8408345920097058,0
0,10,3,0,-0.3072688056729672,-0.6446564277346256,0
1,8,0,0,0.1804775250950842,-0.4684593727838591,0
1,3,3,0,-0.3072688056729672,-0.1414957656587255,0
1,4,3,3,-0.0808151521020862,-0.2062073129022415,1
0,5,3,0,-0.0808151521020862,1.0090074269128384,1
1,3,3,1,0.1804775250950842,1.8003047677677626,0
0,5,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,0,0,-0.6556590419358611,-0.586529564245713,0
1,8,3,0,-0.6556590419358611,-0.6700869305110249,0
1,1,0,0,-0.6556590419358611,-0.8571827723659625,0
0,5,3,0,-0.376946852925546,0.663198000765909,0
1,7,3,4,0.1804775250950842,-0.677352788447139,0
1,0,3,0,-0.3072688056729672,1.8202858770920765,0
0,3,3,0,0.1804775250950842,-0.2977117112851782,0
1,4,3,3,-0.6556590419358611,-0.1124323339142691,1
1,10,3,0,0.1804775250950842,1.2680806739474062,1
0,3,3,0,-0.9343712309461762,-1.0715255814813278,0
1,3,0,0,2.375336013551316,-0.9348366290581818,0
0,3,0,0,-0.6556590419358611,0.8848066678173885,1
1,8,3,0,-0.6556590419358611,-0.960721247955588,0
0,1,3,1,-0.3072688056729672,-1.0460950787049286,0
1,0,3,0,-0.8646931836935975,-0.7318467229679946,0
0,8,0,0,1.2953262811363446,-0.9843352862479589,0
1,3,3,0,0.9469360448734508,1.3443721822766042,1
0,8,3,0,-0.6556590419358611,1.5768796362322546,0
0,3,4,3,-0.6208200183095718,-0.9530012738984668,0
1,3,3,0,-0.0633956402889415,1.2512783774701424,1
1,3,3,0,0.1804775250950842,-0.9334742806951604,1
1,8,3,0,0.1804775250950842,2.129084839376925,1
1,6,3,1,0.8075799503682932,-0.1596604104990107,0
1,3,0,0,0.1804775250950842,-0.5974283511498841,0
1,8,3,0,0.1804775250950842,1.1445610890334668,1
0,6,0,0,0.8075799503682932,0.9211359574979588,1
0,3,0,0,-0.6556590419358611,-0.0997170825260695,0
1,6,0,0,-0.6556590419358611,-1.0079493245403297,0
1,1,3,0,-0.3072688056729672,-0.8644486303020765,0
1,3,3,3,-0.6556590419358611,1.113681192804982,1
1,1,2,4,-0.6556590419358611,-0.0688371862975846,0
1,3,0,0,-0.6556590419358611,-0.3812690775504901,0
1,3,3,1,1.57403847014666,-0.8807968106583333,1
1,1,3,1,-0.6556590419358611,0.4524881206186006,1
1,1,3,1,-0.6556590419358611,-0.7954229799089928,0
1,1,3,0,-0.8646931836935975,-0.9425566031153028,0
1,8,3,0,-0.3525595363871435,-0.5532246879310501,0
0,1,3,0,-0.9343712309461762,-1.0715255814813278,0
1,1,3,0,-0.6556590419358611,-0.9661706414076736,0
1,3,3,3,-0.6556590419358611,-0.8698980237541621,0
1,3,3,0,1.7133945646518174,-0.8013264894820855,0
1,7,3,0,0.2020777197433838,-0.4745172818380942,0
1,3,3,0,0.8075799503682932,-0.3503891813220053,0
1,3,0,0,1.57403847014666,-0.4630099793317735,0
1,8,0,0,0.1804775250950842,-0.862632165818048,0
1,0,3,3,-0.8646931836935975,-0.677352788447139,1
1,3,2,0,0.8075799503682932,-0.2286860608920944,0
1,7,3,4,-0.6556590419358611,1.4606259092544294,0
1,6,0,0,-0.6556590419358611,-0.6137765315061408,0
1,3,0,0,0.2020777197433838,-1.0358048074029071,0
0,3,0,0,-0.7950151364410187,-0.7254890972738948,0
1,8,3,0,-0.6208200183095718,0.8198680625133689,1
1,8,4,0,-0.3072688056729672,-0.8063217668131639,1
0,8,0,0,0.7204823913025697,1.4787905540947146,1
1,7,0,0,1.494953886514983,-0.8488542827066917,0
1,3,0,0,1.3162296953121182,-0.8708970792203778,0
0,3,3,0,-0.3072688056729672,-0.052489005941328,0
1,3,3,0,-0.0982346639152309,0.1200751200413814,0
2,9,3,0,-0.5163029474307036,1.5578067591499551,1
1,3,4,0,-0.0633956402889415,1.7326414657377005,1
1,8,0,0,-0.3072688056729672,1.291694712239777,1
1,8,0,0,0.3198336196002417,-0.3331327687237344,1
1,3,3,0,0.7668182927255346,-0.9533918137625332,1
0,3,3,0,-0.72533708918844,-0.1251475853024688,1
0,3,4,0,-0.6208200183095718,0.9615522922675934,1
2,9,3,0,-0.5163029474307036,0.8584679327989749,1
0,3,3,0,0.7727409267420039,1.4429153805351511,0
0,2,3,0,-0.9343712309461762,-1.0715255814813278,0
1,3,3,3,-0.6556590419358611,1.654987609045481,1
1,8,4,3,-0.6556590419358611,-0.631941176346426,1
0,8,3,0,2.479853084430184,-0.949822461051417,0
1,4,0,0,-0.3072688056729672,-1.026113969380615,0
1,3,0,0,0.3198336196002417,-0.8871544363524331,0
1,10,3,0,0.8075799503682932,-0.3794526130664616,0
1,8,3,0,0.8075799503682932,1.511486914807228,1
1,5,3,3,-0.6556590419358611,-0.904410848950704,0
1,3,3,3,1.57403847014666,0.5069820551394563,1
1,8,3,0,-0.0633956402889415,0.7590165022984134,0
1,8,4,0,-0.3072688056729672,1.6568040735295095,1
1,3,3,0,3.6992189113503127,1.103236522021818,0
1,8,3,0,-0.6556590419358611,0.8557432360729321,1
1,0,4,0,-0.8646931836935975,0.93203474440213,1
1,7,0,0,-0.1797579792007482,-0.4969415358934263,0
0,8,3,0,-0.6208200183095718,-0.7531901806553297,0
1,1,3,4,-0.3072688056729672,-0.2995281757692067,0
0,8,3,3,0.8075799503682932,1.633190035237139,1
0,3,3,0,-0.3072688056729672,1.5841454941683688,1
1,8,3,0,0.7727409267420039,-0.646018776097647,0
0,3,3,0,-0.7950151364410187,-1.054269168883057,0
1,8,3,0,1.57403847014666,1.3316569308884043,1
1,8,3,3,-0.3072688056729672,-0.5756307773415419,0
1,7,0,0,0.1804775250950842,-0.2668318150566934,0
0,0,3,0,-0.8646931836935975,-0.5701813838894563,0
1,2,3,1,-0.0633956402889415,-0.9284790033640818,0
1,2,3,0,0.3198336196002417,-0.4003419546327896,0
1,3,3,1,0.1804775250950842,-0.4357630120713457,0
1,1,0,0,-0.6556590419358611,-0.7681760126485649,0
1,8,0,0,-0.3072688056729672,1.393416723345374,0
1,8,4,0,-0.0982346639152309,0.6777297166381371,1
1,8,0,0,0.5539518583689065,1.8572236823747963,1
1,8,4,3,-0.3072688056729672,-0.8117711602652494,1
1,7,3,0,-0.0633956402889415,0.998789814190178,0
0,6,3,0,-0.9343712309461762,-1.0715255814813278,0
0,7,3,0,0.8075799503682932,1.110048263836925,1
1,7,0,0,-0.3072688056729672,-0.719131471579795,0
1,3,0,0,2.375336013551316,0.520151422648663,0
1,10,4,0,0.1804775250950842,-0.63920703428254,1
0,3,3,3,-0.5636840195624572,0.591747370286647,1
1,1,0,0,-0.6556590419358611,-0.9134931713708466,0
1,8,4,3,3.455345745966287,0.9828957499549286,1
1,3,3,1,-0.3072688056729672,-0.6246753184103119,0
0,5,0,0,-0.0633956402889415,0.0905575721759179,0
1,7,3,0,-0.3072688056729672,-0.1996226291476381,0
1,8,3,3,-0.5636840195624572,0.8914640101513529,1
0,8,3,0,-0.3072688056729672,0.6159699241811675,1
1,3,3,0,-0.6556590419358611,0.761287082903449,0
0,3,3,1,-0.7950151364410187,1.1981467913123085,1
1,3,0,0,0.3198336196002417,-1.0179398792024863,0
1,8,3,0,-0.3072688056729672,-0.101533547010098,1
0,8,3,0,-0.6556590419358611,1.6295571062690817,1
0,3,3,0,-0.7950151364410187,-0.9307495839691176,0
1,8,3,0,0.1804775250950842,-1.009765789024358,1
1,0,0,0,-0.376946852925546,2.352509970912433,1
1,2,3,0,-0.2515263678709043,-0.609780309641278,0
0,7,0,0,0.2020777197433838,-1.0430706653390212,0
0,7,3,3,-0.0633956402889415,0.4211541082691086,1
1,0,3,0,-0.6556590419358611,2.230806850482522,0
1,8,3,1,-0.3072688056729672,-0.593795422181827,0
1,8,4,3,0.7727409267420039,0.7690070569605703,1
1,0,3,1,0.2020777197433838,0.9314262287999804,0
1,3,3,0,0.3198336196002417,1.210862042700508,1
1,8,4,0,2.479853084430184,-0.5919789576977985,1
1,3,0,0,0.8075799503682932,-0.6428399632505971,0
1,8,3,0,1.57403847014666,0.9447499957903296,1
0,8,3,3,-0.3072688056729672,-0.3431233233858912,0
1,3,3,0,1.57403847014666,-0.8426510564937343,0
0,3,0,0,1.494953886514983,-0.9015317527435188,0
1,3,4,0,-0.0982346639152309,0.0347012892920409,1
0,7,3,0,-0.0672279328878333,1.1071510029848994,1
0,1,0,0,-0.3072688056729672,-0.3885349354866042,0
1,7,3,0,-0.4988834356175589,-0.4573335278191844,0
1,3,3,1,0.8075799503682932,-0.7754418705846791,0
1,7,3,4,0.0982574293370412,-0.8017261116685718,0
0,5,3,0,-0.6556590419358611,0.6123369952131104,1
1,1,3,0,-0.3072688056729672,-0.6046942090859981,0
1,3,4,3,-0.3072688056729672,0.9828957499549286,1
1,8,4,0,-0.6556590419358611,0.761287082903449,1
1,7,0,0,-0.5636840195624572,1.1566678248195168,0
1,3,4,3,1.2698937938891537,-0.9744991310669444,1
1,7,3,0,-0.0808151521020862,-0.9073626037372504,0
0,0,0,0,-0.8646931836935975,1.2826123898196344,0
1,8,3,0,-0.6556590419358611,-0.9788858927958732,0
0,8,3,0,-0.3072688056729672,-1.0188481114445007,0
1,7,0,0,-0.376946852925546,-0.0761030442336987,0
1,8,3,0,0.2020777197433838,-1.010374304626508,1
1,7,0,0,-0.3072688056729672,0.9211359574979588,0
1,3,3,4,-0.6556590419358611,-0.8935120620465329,0
0,8,4,3,-0.7950151364410187,0.9311265121601155,1
0,3,3,0,0.1804775250950842,1.7022156856302226,1
1,3,0,0,-0.3072688056729672,1.378885007473146,0
1,8,3,3,-0.376946852925546,1.3552709691807752,1
1,8,4,3,0.7204823913025697,2.3016489653596346,1
1,3,0,0,-0.3072688056729672,0.5196973065276559,1
1,8,3,0,0.1804775250950842,0.8993383836896166,1
1,0,0,0,0.8075799503682932,1.155459875937638,1
1,8,4,0,0.8075799503682932,0.7957999080999909,1
2,3,4,1,-0.9343712309461762,-1.0715255814813278,0
1,0,0,0,-0.6556590419358611,1.1572763404216664,0
1,3,3,3,0.2020777197433838,0.0268269157537772,0
1,8,3,0,0.1804775250950842,-0.722764400547852,0
0,5,3,0,0.1804775250950842,0.0891952238128965,0
1,3,3,0,1.8875896827832643,1.0551002131950622,1
1,8,3,0,0.8075799503682932,-1.006132860056301,0
1,3,3,3,0.1804775250950842,1.197238559070294,1
0,8,3,0,-0.0633956402889415,-0.5615531775903208,1
1,1,3,0,0.1804775250950842,-0.8099546957812209,0
1,8,3,0,0.8075799503682932,-0.7027832912235382,0
1,8,4,3,-0.376946852925546,1.6622534669815952,1
1,3,3,1,1.57403847014666,-0.9316578162111318,0
1,7,4,0,0.1804775250950842,0.3598484319331461,1
1,3,3,0,-0.376946852925546,-1.0043163955722727,0
1,3,3,4,-0.6208200183095718,1.6699734410387164,0
0,5,0,0,-0.3072688056729672,-0.5452049972340641,0
1,8,4,3,0.1804775250950842,-0.3921678644546613,1
1,7,3,0,1.57403847014666,-0.8117711602652494,0
1,8,3,3,2.9675994151982352,-0.3549303425320766,1
1,8,0,0,-0.3072688056729672,-0.0488560769732709,0
1,3,3,0,-0.3072688056729672,0.890256061269474,0
1,7,0,0,-0.0808151521020862,-0.6185447507767157,0
1,7,3,0,1.57403847014666,-0.7064162201915953,0
1,8,3,0,-0.3072688056729672,1.2807959253356058,0
1,6,4,0,-0.6556590419358611,0.3235191422525756,1
0,3,3,3,1.57403847014666,2.170863522509581,1
1,8,0,0,-0.3072688056729672,2.499643594118743,0
1,8,0,0,-0.3072688056729672,-1.0242975048965863,0
0,3,3,0,-0.6556590419358611,-0.817220553717335,0
0,10,3,0,-0.6556590419358611,-0.9352907451791888,0
1,7,3,3,1.57403847014666,-0.918942564822932,1
1,8,3,0,-0.3072688056729672,1.469708231674572,1
1,7,0,0,-0.6208200183095718,-0.4571064697586809,0
1,7,3,0,3.6992189113503127,-0.8349310824366131,0
0,3,3,4,-0.6556590419358611,0.3253356067366042,0
0,3,3,0,-0.6208200183095718,1.3321110470094115,0
1,3,3,0,0.1804775250950842,0.4343234757783154,0
0,3,3,0,-0.6556590419358611,-0.5756307773415419,0
1,3,3,0,-0.6556590419358611,0.6813626456061942,0
1,0,3,0,-0.3072688056729672,-0.8281193406215062,1
0,0,0,0,-0.8646931836935975,-0.8862462041104188,0
1,8,3,0,-0.6556590419358611,-0.9516389255354456,1
1,8,3,0,-0.6556590419358611,-0.7354796519360516,0
1,8,3,3,-0.0633956402889415,1.3820638203201958,1
1,3,3,0,-0.3072688056729672,-0.7463784388402227,0
1,2,3,3,2.479853084430184,0.4761021589109714,1
1,3,3,0,2.479853084430184,0.9810792854709,1
2,3,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,0,0,0.8075799503682932,-0.9171261003389036,0
0,5,3,0,3.455345745966287,2.4524155175340017,0
1,3,2,0,-0.3072688056729672,-1.0043163955722727,0
1,3,3,0,-0.0633956402889415,-0.8758015333272549,0
2,3,4,3,-0.9343712309461762,-1.0715255814813278,1
1,7,3,0,0.9469360448734508,-0.7318467229679946,0
1,3,0,0,1.57403847014666,-0.7354796519360516,0
0,8,0,0,-0.7950151364410187,0.5442195770620409,1
1,3,0,0,-0.6208200183095718,-0.4661887921788235,0
2,9,3,0,-0.5163029474307036,1.0873424577865685,1
1,3,0,0,-0.6556590419358611,-0.991601144184073,0
0,3,3,0,-0.0633956402889415,-0.9720741509807664,0
1,3,3,0,-0.6556590419358611,-0.4938898755602584,0
0,6,3,3,-0.8646931836935975,-0.4739087662359447,0
1,3,0,0,-0.376946852925546,-0.9570883189875312,0
1,3,3,3,-0.6208200183095718,-0.5333979780878787,0
0,3,3,3,-0.9343712309461762,-1.0715255814813278,1
1,3,3,0,-0.3072688056729672,-0.8880626685944473,0
1,3,3,0,0.8075799503682932,-0.9352907451791888,0
0,3,4,3,-0.3072688056729672,-0.1778250553392959,1
1,3,0,0,-0.3072688056729672,-0.8372016630416488,0
1,7,3,0,-0.6556590419358611,0.928401815434073,1
1,3,4,1,1.57403847014666,1.3970496523134313,0
1,0,3,0,0.1804775250950842,-0.7881571219728787,0
0,7,0,0,-0.72533708918844,1.7694248715392775,0
0,8,3,1,-0.3072688056729672,2.038261615175499,0
1,8,0,0,0.1804775250950842,-0.7354796519360516,0
0,8,4,0,-0.6556590419358611,1.6658863959496522,1
1,3,3,0,-0.3072688056729672,2.045527473111613,1
2,3,3,0,-0.9343712309461762,-1.0715255814813278,1
2,8,3,3,-0.9343712309461762,-1.0715255814813278,0
2,9,3,0,-0.5163029474307036,1.1145894250469963,0
1,8,4,0,0.1804775250950842,1.8202858770920765,1
1,3,3,0,-0.0633956402889415,-0.6832562980202317,0
1,3,3,0,0.7727409267420039,-0.907589661797754,0
1,8,3,0,0.1804775250950842,0.935667673370187,0
1,8,3,3,0.1804775250950842,0.5251466999797414,1
1,8,0,0,-0.0633956402889415,-1.0501821237939928,0
0,8,3,3,-0.6208200183095718,1.7716954521443131,1
1,3,0,0,-0.6556590419358611,0.8993383836896166,1
0,3,0,0,-0.7950151364410187,-0.3512974135640196,0
1,3,3,0,-0.6556590419358611,-0.5574661325012567,0
1,1,3,0,-0.6556590419358611,0.4452222626824865,1
1,3,4,3,0.1804775250950842,1.23901724220295,1
0,3,2,1,0.1804775250950842,1.9220078881976737,0
1,3,0,0,-0.6556590419358611,-0.5047886624644295,0
1,7,0,0,3.3682481869005634,-0.0197926452288146,0
2,3,4,3,-0.9343712309461762,-1.0715255814813278,1
0,3,2,3,-0.9343712309461762,-1.0715255814813278,0
0,3,2,3,-0.3525595363871435,1.1760495008641012,1
2,3,4,3,-0.8646931836935975,-0.8063217668131639,1
0,3,3,3,-0.3072688056729672,2.1563318066373527,1
2,9,3,0,-0.5163029474307036,-0.2350436865861943,1
1,3,0,0,-0.0633956402889415,0.1178045394363457,1
1,5,3,0,-0.3072688056729672,0.129157442461524,0
1,3,3,0,0.1804775250950842,-0.7173150070957665,0
0,3,3,0,-0.3072688056729672,-0.6882515753513101,0
1,8,3,0,-0.376946852925546,1.3988661167974596,1
0,2,3,0,-0.3072688056729672,1.026490897571613,0
1,8,3,3,0.3198336196002417,0.8403032879586897,1
1,2,3,0,-0.6556590419358611,2.0291792927553565,1
1,1,3,4,-0.3072688056729672,-0.6446564277346256,0
1,3,0,0,-0.6208200183095718,-0.1483075074738324,0
0,8,3,0,-0.9343712309461762,-1.0715255814813278,1
1,8,3,0,0.3198336196002417,-0.7763501028266934,0
1,0,3,0,-0.8646931836935975,-0.5338520942088859,0
0,5,3,3,-0.9343712309461762,-1.0715255814813278,0
1,3,1,0,-0.0633956402889415,0.7626494312664704,1
1,3,0,0,0.2020777197433838,-0.4490867790616949,0
1,3,0,0,-0.6556590419358611,-0.7445619743561942,0
1,10,3,0,0.8075799503682932,-0.9443730675993316,0
0,3,3,3,0.5020417131657352,1.0407228968039766,1
1,1,3,0,0.8075799503682932,-0.7827077285207932,0
1,3,3,3,-0.6556590419358611,0.4270576178422013,1
2,9,3,0,-0.5163029474307036,1.9047514755994028,1
1,3,0,0,-0.6556590419358611,1.3716191495370318,0
1,8,3,0,0.1804775250950842,-0.9661706414076736,0
1,3,3,0,0.8075799503682932,-0.8698980237541621,0
1,5,0,0,0.3198336196002417,-0.3403986266598485,0
1,7,3,0,0.9469360448734508,-0.3267751430296345,0
0,0,3,4,0.1804775250950842,-0.506605126948458,0
0,0,3,0,-0.8646931836935975,-0.4103325092949464,0
1,3,3,0,-0.3072688056729672,-0.7645430836805079,0
1,8,3,0,0.1804775250950842,1.8802292050650176,1
1,3,3,0,3.455345745966287,1.916558494745588,0
1,3,3,0,0.1944131345455999,-0.9581781976779482,0
0,3,4,1,-0.9343712309461762,-1.0715255814813278,1
0,3,3,3,-0.6556590419358611,1.3280240019203473,1
1,3,3,0,0.1804775250950842,1.424296619573859,0
1,8,3,3,1.494953886514983,2.417148859576588,1
0,3,3,0,-0.7950151364410187,1.630465338511096,1
1,2,0,0,-0.6556590419358611,-0.9098602424027896,0
0,10,3,0,0.476609225918544,-0.707097394373106,0
1,3,3,0,-0.376946852925546,1.0210415041195275,0
0,3,0,0,-0.6208200183095718,-0.4607393987267379,0
0,0,3,3,-0.8646931836935975,-0.7209479360638235,0
1,8,0,0,1.7133945646518174,1.2312972681458287,0
1,0,3,1,-0.6556590419358611,-0.5138709848845722,0
1,7,0,0,0.1804775250950842,-0.63920703428254,0
1,3,3,0,0.1804775250950842,-0.7282137939999376,0
0,3,0,0,-0.0982346639152309,1.5841454941683688,0
0,5,0,0,-0.3072688056729672,-0.7209479360638235,0
1,8,3,3,-0.3072688056729672,0.3925447926456594,1
1,8,3,0,0.1804775250950842,-0.813587624749278,0
2,7,3,3,-0.9343712309461762,-1.0715255814813278,0
0,3,0,0,-0.6556590419358611,-0.5556496680172281,0
0,8,3,0,0.1804775250950842,-0.911676706886818,0
1,3,3,0,-0.3072688056729672,0.7195083997707931,0
1,8,4,0,-0.6556590419358611,1.6495382155933955,1
1,3,0,0,0.1804775250950842,-0.8353851985576203,0
1,3,3,0,-0.6208200183095718,-0.8985073393776113,0
0,4,3,0,-0.376946852925546,-1.0479115431889572,0
1,7,3,3,-0.0633956402889415,1.4728870445216218,1
0,8,3,0,-0.6556590419358611,-0.9970505376361586,1
1,7,0,0,-0.6556590419358611,-0.9262084227590462,0
1,5,3,0,0.1804775250950842,-1.0588103300931282,0
1,0,3,1,-0.8646931836935975,-0.8462839854617914,0
0,1,3,0,-0.9343712309461762,-1.0715255814813278,0
2,7,3,3,-0.72533708918844,1.5314680241315417,1
1,4,3,0,-0.3072688056729672,-0.593795422181827,0
1,3,0,0,0.1804775250950842,-0.7972394443930213,0
1,8,3,3,-0.0633956402889415,-0.4616476309687521,1
0,3,3,0,0.5539518583689065,0.2405702915894133,0
0,3,3,0,-0.7950151364410187,0.7403977413371211,1
1,3,0,0,-0.6556590419358611,-0.5792637063095989,0
1,4,0,0,-0.0633956402889415,-0.6887056914723172,0
1,3,3,0,-0.0808151521020862,-0.9109955327053074,0
1,8,3,0,-0.6556590419358611,-1.0242975048965863,0
1,8,4,0,0.1804775250950842,0.9411170668222726,1
0,3,3,0,1.57403847014666,0.9683640340827004,1
1,3,0,0,0.8075799503682932,-0.8190370182013635,0
0,7,3,0,-0.0982346639152309,-0.900777919982647,0
1,3,3,3,0.1804775250950842,-0.4666429082998306,0
1,8,3,3,-0.3072688056729672,1.8221023415761048,1
0,3,3,0,-0.9343712309461762,-1.0715255814813278,0
1,10,0,0,-0.6556590419358611,-0.8317522695895632,0
1,3,3,0,0.8075799503682932,-0.9134931713708466,0
1,2,0,0,-0.0982346639152309,-0.5284027007568003,0
1,8,3,0,-0.6556590419358611,1.33710632434049,0
1,3,0,0,0.1804775250950842,-0.9098602424027896,0
0,5,0,0,-0.3072688056729672,-0.0924512245899554,0
1,0,3,1,-0.6556590419358611,-0.7699924771325936,0
1,3,3,0,0.1804775250950842,1.4969551989349998,0
2,3,3,3,-0.9343712309461762,-1.0715255814813278,1
1,10,3,0,-0.3072688056729672,0.2599428853115775,1
0,5,3,3,-0.6208200183095718,1.152281063090588,0
0,0,3,0,-0.8646931836935975,-0.6428399632505971,0
1,3,3,3,0.8075799503682932,-0.4920734110762299,0
2,3,4,2,-0.9343712309461762,-1.0715255814813278,1
0,8,3,0,0.1804775250950842,0.26902520773172,1
1,3,0,0,2.9675994151982352,-0.8054135345711496,0
1,8,3,0,-0.3072688056729672,0.3907283281616309,1
1,0,3,0,-0.7950151364410187,-0.9561800867455168,0
0,3,2,3,-0.9343712309461762,-1.0715255814813278,1
1,8,0,0,-0.3072688056729672,0.8339456622645899,0
1,7,2,4,0.1804775250950842,-0.4194148317150891,0
0,3,3,3,-0.3072688056729672,-0.5683649194054278,0
0,3,0,0,-0.6208200183095718,-1.040191569131836,0
1,8,3,0,-0.3525595363871435,1.826343786146312,0
2,3,4,1,-0.8646931836935975,0.5360454868839125,1
1,7,3,3,-0.3525595363871435,1.2777715119696984,1
0,3,3,3,-0.6556590419358611,1.1263964441931815,1
